/Users/svendaneel/okam/Web	refs/heads/feature/POS	da1d381
/private/tmp/claude-501/-Users-svendaneel-okam/766072d3-8965-4c45-be67-76b407d86aaf/scratchpad/Web-modules	(detached)	0cea96a
/private/tmp/claude-501/-Users-svendaneel-okam/766072d3-8965-4c45-be67-76b407d86aaf/scratchpad/wt-german-ids	(detached)	bfa1992
/private/tmp/claude-501/-Users-svendaneel-okam/766072d3-8965-4c45-be67-76b407d86aaf/scratchpad/wt-offer-subtotal	refs/heads/lane/offer-partial-subtotal	35e5cdd
/Users/svendaneel/okam/web-admincred	refs/heads/lane/fe-admin-refusal-credential	478ced7
/Users/svendaneel/okam/web-armrecapture	(detached)	7030c00
/Users/svendaneel/okam/web-arrival	(detached)	9f7d8df
/Users/svendaneel/okam/web-artloc	refs/heads/lane/artifact-names-its-locale	adde936
/Users/svendaneel/okam/web-atde	(detached)	e34977a
/Users/svendaneel/okam/web-blindbind	refs/heads/lane/fe-wf-blind-bind-name	c67df92
/Users/svendaneel/okam/web-check-discount-sum	refs/heads/lane/check-discount-sum-coupled	c8f26d5
/Users/svendaneel/okam/web-check-lineamount	refs/heads/lane/check-lineamount-ungated-sum	c32cda3
/Users/svendaneel/okam/web-coercwrite	refs/heads/lane/coercion-write-paths	4351f8f
/Users/svendaneel/okam/web-collectcond	refs/heads/lane/collect-review-conditions	808d509
/Users/svendaneel/okam/web-collected	refs/heads/lane/collected-paths	6f03b18
/Users/svendaneel/okam/web-consentvocab	refs/heads/lane/consent-reason-vocabulary	038612f
/Users/svendaneel/okam/web-dupbuild	refs/heads/lane/duplicate-key-in-the-build	b4300b4
/Users/svendaneel/okam/web-dupkeyguard	refs/heads/lane/duplicate-key-guard	cb2cee6
/Users/svendaneel/okam/web-evinqgate	refs/heads/lane/fe-ev-inquiry-gate	f7695bc
/Users/svendaneel/okam/web-evstale	refs/heads/lane/ev-stale-cause	818c48a
/Users/svendaneel/okam/web-fe-candidate	refs/heads/candidate/fe-compose-2026-08-05	9f7d8df
/Users/svendaneel/okam/web-fe-ci	refs/heads/lane/fe-ci	36ce9ae
/Users/svendaneel/okam/web-fe-em	refs/heads/lane/fe-events-margin-surfaces	e8b58ec
/Users/svendaneel/okam/web-fe-events-guest	refs/heads/lane/fe-events-guest	2eb1222
/Users/svendaneel/okam/web-fe-growth-guest	refs/heads/lane/fe-growth-guest	d6c0b12
/Users/svendaneel/okam/web-fe-growth-honesty	refs/heads/lane/fe-growth-honesty	a70cf04
/Users/svendaneel/okam/web-fe-invlist	refs/heads/lane/fe-wf-invite-list-revoke	e8d69fc
/Users/svendaneel/okam/web-fe-margin-statement	refs/heads/lane/fe-margin-statement	c1f34c4
/Users/svendaneel/okam/web-fe-margin-supplier	refs/heads/lane/fe-margin-supplier	fecf961
/Users/svendaneel/okam/web-fe-meals-claim	refs/heads/lane/fe-meals-claim	a3f6100
/Users/svendaneel/okam/web-fe-meals-write	refs/heads/lane/fe-meals-write	8bc4155
/Users/svendaneel/okam/web-fe-suppbasis	refs/heads/lane/fe-wf-supplement-basis	e215db0
/Users/svendaneel/okam/web-fe-tm	refs/heads/lane/fe-training-meals-surfaces	2069338
/Users/svendaneel/okam/web-fe-training-fixes	refs/heads/lane/fe-training-fixes	fcf5a3e
/Users/svendaneel/okam/web-fe-wf-inbox	refs/heads/lane/fe-wf-inbox	4e5ad7e
/Users/svendaneel/okam/web-fe-wf-personnel	refs/heads/lane/fe-wf-personnel	3374a58
/Users/svendaneel/okam/web-fe-wf-self	refs/heads/lane/fe-wf-self	5886ba3
/Users/svendaneel/okam/web-fieldsvsharness	(detached)	e34977a
/Users/svendaneel/okam/web-fixdiv	refs/heads/lane/fixture-divergence-receipt	0dbec34
/Users/svendaneel/okam/web-fixrendered	refs/heads/lane/fixture-rendered-values	038612f
/Users/svendaneel/okam/web-grwithdraw	refs/heads/lane/fe-gr-withdraw-origin	8049332
/Users/svendaneel/okam/web-guardland	refs/heads/lane/guard-repair-lands	7030c00
/Users/svendaneel/okam/web-jestlanes	(detached)	cbb5a98
/Users/svendaneel/okam/web-journeys	refs/heads/lane/fe-journeys	de0d66b
/Users/svendaneel/okam/web-jrbisect	(detached)	2e3f39d
/Users/svendaneel/okam/web-kodeui	refs/heads/lane/wf-kodeoversikt-ui	19ad001
/Users/svendaneel/okam/web-linkdeadend	refs/heads/lane/fe-wf-link-deadend	bed932e
/Users/svendaneel/okam/web-lint2defects	refs/heads/lane/lint-two-real-defects	aec051a
/Users/svendaneel/okam/web-lintrunnable	refs/heads/lane/lint-runnable	8ad3358
/Users/svendaneel/okam/web-lintruns	refs/heads/lane/lint-runs-on-something	9f7d8df
/Users/svendaneel/okam/web-meals-claim-receipt	refs/heads/lane/fe-meals-claim-receipt	d833d19
/Users/svendaneel/okam/web-mealsdocsync	refs/heads/lane/fe-meals-docsync	7ac2f92
