--	d5483cb3	refs/heads/lane/meals-requote-release	
CM	56b1493e	refs/heads/lane/meals-reservation-wire	
CM	0384222e	refs/heads/lane/meals-statement-immutable	
--	7dafec47	refs/heads/lane/meals-supersede-sql	
--	4bddfc7d	refs/heads/lane/meals-sweep-guard	
-M	1a03bc6c	refs/heads/lane/meals-utlkvit	
-M	13cd9f18	refs/heads/lane/meals-violation-exact	
--	5a0247b4	refs/heads/lane/meals-w1	
--	336e801c	refs/heads/lane/meals-w2-anchor	
--	374620f9	refs/heads/lane/meals-w2-funding	
--	3105cab8	refs/heads/lane/meals-w2-programs	
--	8466a972	refs/heads/lane/meals-w2-tender	
--	d7e4363e	refs/heads/lane/meals-w3-anchor	
--	edb2fcf6	refs/heads/lane/meals-w3-fiscal	
--	f94b6a95	refs/heads/lane/meals-w3-projection	
--	98262aab	refs/heads/lane/meals-w3-statements	
--	25586d86	refs/heads/lane/meals-xz-credit	
CM	d81f037b	refs/heads/lane/mealscfg	
CM	f9613482	refs/heads/lane/mealsdrift	
--	0735c540	refs/heads/lane/menu-margin-read	
C-	32c56fa4	refs/heads/lane/mig-company-receivable	
--	a613f026	refs/heads/lane/mig-stack-record	
CM	a5fca63c	refs/heads/lane/module-audit-pins	
CM	fff3af88	refs/heads/lane/money-path-attribution	
--	58a63518	refs/heads/lane/mrg-price-correction-2	
--	9a00da6e	refs/heads/lane/mrg-starter-150b	
--	7a463e9b	refs/heads/lane/order-created-utc	
--	015c07ca	refs/heads/lane/pdf-creditnote-name	
-M	17198f14	refs/heads/lane/pdf-nullderef	
--	a60da359	refs/heads/lane/phone-in-path	
CM	a8c6a0f3	refs/heads/lane/pii-log-sweep	
CM	a114520d	refs/heads/lane/piiallow	
--	03e60360	refs/heads/lane/pinfix	
CM	ac76711e	refs/heads/lane/pinfixes	
CM	e4e9d760	refs/heads/lane/pinharden	
CM	61e18960	refs/heads/lane/plan-doc-corrections	
CM	2e593d96	refs/heads/lane/poweruser-pin-realign	
CM	beeb1a1a	refs/heads/lane/poweruser-seed-honesty	
--	363d3f7f	refs/heads/lane/push-token-in-path	
CM	a2cdb423	refs/heads/lane/reachsweep	
--	a6583a02	refs/heads/lane/replay-pins-close	
-M	d9189fbd	refs/heads/lane/reservation-limiter-move	
--	bd765c7d	refs/heads/lane/review-residuals-provider	
--	15a1d0b7	refs/heads/lane/review-residuals-rezone	
--	11829752	refs/heads/lane/rollback-tracked-sweep	
--	a5b9e28b	refs/heads/lane/route-guard-gaps	
CM	5f2e4c18	refs/heads/lane/rule34	
CM	537f302e	refs/heads/lane/rulepack-jurisdictions	
CM	f31b2dfb	refs/heads/lane/schedule-publication-immutable	
CM	bdf8f1f8	refs/heads/lane/sqlserver-trait-hygiene	
--	485959ab	refs/heads/lane/statute-honesty	
CM	51764278	refs/heads/lane/store-market-columns	
CM	28e95cd9	refs/heads/lane/swallow	
--	78a59ed6	refs/heads/lane/telemetry-initializer-floor	
-M	8e2b57de	refs/heads/lane/train-demo-seed	
--	06b8b582	refs/heads/lane/train-disclosure	
CM	c5c15f17	refs/heads/lane/train-evidence-endpoint	
CM	733cb36e	refs/heads/lane/train-evidence-pins	
--	01cd5eee	refs/heads/lane/train-idempotency-refusal	
CM	66d5bba8	refs/heads/lane/trainflags	
CM	cad060da	refs/heads/lane/training-cas-guard	
CM	c76744db	refs/heads/lane/training-etag	
CM	387d727d	refs/heads/lane/training-evidence-surface	
CM	6e69b32b	refs/heads/lane/training-next	
CM	f2573894	refs/heads/lane/trainrev	
CM	e4494c88	refs/heads/lane/trainwire	
--	ce400f72	refs/heads/lane/trb2	
--	b560bc3a	refs/heads/lane/trn-evidence-names	
CM	b2253a74	refs/heads/lane/unsub-oneclick	
-M	3a509b68	refs/heads/lane/utlkvit-replay-source	
--	88b7307f	refs/heads/lane/utlkvit-reprint-kind	
-M	1854f594	refs/heads/lane/utlkvit-sale-row	
CM	06754037	refs/heads/lane/verified-claims-audit	
--	cb18cab4	refs/heads/lane/vipps-redact-404	
--	e7c8d317	refs/heads/lane/w0-businessdate	
CM	ee0a450d	refs/heads/lane/w3-labour-band	
--	47274228	refs/heads/lane/w4s-attendance	
--	d4263404	refs/heads/lane/w4s-clock	
--	7da7e3d0	refs/heads/lane/w4s-personalliste	
--	448f3adb	refs/heads/lane/w4s-pos	
--	f3887f9a	refs/heads/lane/wf-adjust-address	
C-	cff1c005	refs/heads/lane/wf-adjustment-ordinal	
--	3b593fef	refs/heads/lane/wf-blind-bind-name	
--	9d1719df	refs/heads/lane/wf-bootstrap	
--	6fa2cbc3	refs/heads/lane/wf-bootstrap-one-engagement	
--	f14c91ec	refs/heads/lane/wf-clock-wire	
--	0b28f601	refs/heads/lane/wf-contact-imported	
--	182fa43e	refs/heads/lane/wf-correction-path	
CM	bbac045c	refs/heads/lane/wf-cost-stability	
--	8a9080c8	refs/heads/lane/wf-demo-presence	
--	4b911917	refs/heads/lane/wf-digest-tautology	
--	2661b752	refs/heads/lane/wf-exchange-award-ungated	
--	a5ff40f2	refs/heads/lane/wf-exchange-move	
C-	3a4442a7	refs/heads/lane/wf-export-duplicate	
CM	1cf3b25e	refs/heads/lane/wf-gate	
--	a1d57208	refs/heads/lane/wf-idempotency-refusal	
--	02684ecc	refs/heads/lane/wf-idempotency-refusal-rest	
--	68f2472c	refs/heads/lane/wf-invite-list-revoke	
--	a3a526ae	refs/heads/lane/wf-link-deadend	
--	de0811f6	refs/heads/lane/wf-onboard-claim	
--	de0811f6	refs/heads/lane/wf-onboard-demo-run	
--	1c021dac	refs/heads/lane/wf-personalliste-write	
-M	f5305ced	refs/heads/lane/wf-push-notify	
-M	991c21f6	refs/heads/lane/wf-push-silent	
--	100ae000	refs/heads/lane/wf-push-still-lies	
CM	c11764a9	refs/heads/lane/wf-schedimm2	
CM	d63b5f5c	refs/heads/lane/wf-supplements	
--	1ee483c0	refs/heads/lane/wf-timeoff-decide-gate	
--	bc9c7e96	refs/heads/lane/wf-timesheet-race	
--	da452fe2	refs/heads/lane/wf-timesheet-wire	
-M	cdb4c66c	refs/heads/lane/wf-violation-exact	
C-	9e82b286	refs/heads/lane/wf-w5-timesheet	
--	74405b34	refs/heads/lane/wf-withheld-bound	
--	6d2a526f	refs/heads/lane/wire-containment-fix	
CM	7dbac511	refs/heads/lane/wire-tier-rowversion	
--	3c7b28ee	refs/heads/lane/wolt-sync-unregistered	
CM	1b5068b2	refs/heads/lane/workforce-audit-actor	
CM	264a6bfd	refs/heads/lane/workforce-next	
--	9bdfc267	refs/heads/lane/xz-credit-fields	
--	6c394057	refs/heads/lane/xz-printed-defects	
CM	3b782627	refs/heads/master	
--	e3e13973	refs/heads/prep/events-landing	
--	eda4343f	refs/heads/prep/events-w3-landing	
--	846e840d	refs/heads/prep/growth-landing	
--	f7e9d9b0	refs/heads/prep/growth-w3-landing	
--	0f2cda3c	refs/heads/prep/margin-landing	
--	2d4f889a	refs/heads/prep/margin-w3-landing	
--	2345f12c	refs/heads/prep/meals-w3-landing	
--	f531c441	refs/heads/rebrand	
